Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95WW,Newtownabbey,5,Other Christian (including Christian related),10,45-49 years,2,Male,228
95WW,Newtownabbey,5,Other Christian (including Christian related),11,50-54 years,1,Female,300
95WW,Newtownabbey,5,Other Christian (including Christian related),11,50-54 years,2,Male,246
95WW,Newtownabbey,5,Other Christian (including Christian related),12,55-59 years,1,Female,286
95WW,Newtownabbey,5,Other Christian (including Christian related),12,55-59 years,2,Male,255
95WW,Newtownabbey,5,Other Christian (including Christian related),13,60-64 years,1,Female,254
95WW,Newtownabbey,5,Other Christian (including Christian related),13,60-64 years,2,Male,188
95WW,Newtownabbey,5,Other Christian (including Christian related),14,65-69 years,1,Female,198
95WW,Newtownabbey,5,Other Christian (including Christian related),14,65-69 years,2,Male,177
95WW,Newtownabbey,5,Other Christian (including Christian related),15,70-74 years,1,Female,205
95WW,Newtownabbey,5,Other Christian (including Christian related),15,70-74 years,2,Male,167
95WW,Newtownabbey,5,Other Christian (including Christian related),16,75-79 years,1,Female,178
95WW,Newtownabbey,5,Other Christian (including Christian related),16,75-79 years,2,Male,127
95WW,Newtownabbey,5,Other Christian (including Christian related),17,80-84 years,1,Female,123
95WW,Newtownabbey,5,Other Christian (including Christian related),17,80-84 years,2,Male,93
95WW,Newtownabbey,5,Other Christian (including Christian related),18,85-89 years,1,Female,82
95WW,Newtownabbey,5,Other Christian (including Christian related),18,85-89 years,2,Male,52
95WW,Newtownabbey,5,Other Christian (including Christian related),19,90+ years,1,Female,42
95WW,Newtownabbey,5,Other Christian (including Christian related),19,90+ years,2,Male,22
95WW,Newtownabbey,6,Other religions,1,0-4 years,1,Female,34
95WW,Newtownabbey,6,Other religions,1,0-4 years,2,Male,38
95WW,Newtownabbey,6,Other religions,2,5-9 years,1,Female,34
95WW,Newtownabbey,6,Other religions,2,5-9 years,2,Male,53
95WW,Newtownabbey,6,Other religions,3,10-14 years,1,Female,41
95WW,Newtownabbey,6,Other religions,3,10-14 years,2,Male,46
95WW,Newtownabbey,6,Other religions,4,15-19 years,1,Female,41
95WW,Newtownabbey,6,Other religions,4,15-19 years,2,Male,35
95WW,Newtownabbey,6,Other religions,5,20-24 years,1,Female,27
95WW,Newtownabbey,6,Other religions,5,20-24 years,2,Male,31
95WW,Newtownabbey,6,Other religions,6,25-29 years,1,Female,41
95WW,Newtownabbey,6,Other religions,6,25-29 years,2,Male,51
95WW,Newtownabbey,6,Other religions,7,30-34 years,1,Female,63
95WW,Newtownabbey,6,Other religions,7,30-34 years,2,Male,43
95WW,Newtownabbey,6,Other religions,8,35-39 years,1,Female,74
95WW,Newtownabbey,6,Other religions,8,35-39 years,2,Male,64
95WW,Newtownabbey,6,Other religions,9,40-44 years,1,Female,55
95WW,Newtownabbey,6,Other religions,9,40-44 years,2,Male,71
95WW,Newtownabbey,6,Other religions,10,45-49 years,1,Female,35
95WW,Newtownabbey,6,Other religions,10,45-49 years,2,Male,42
95WW,Newtownabbey,6,Other religions,11,50-54 years,1,Female,45
95WW,Newtownabbey,6,Other religions,11,50-54 years,2,Male,36
95WW,Newtownabbey,6,Other religions,12,55-59 years,1,Female,40
95WW,Newtownabbey,6,Other religions,12,55-59 years,2,Male,34
95WW,Newtownabbey,6,Other religions,13,60-64 years,1,Female,23
95WW,Newtownabbey,6,Other religions,13,60-64 years,2,Male,31
95WW,Newtownabbey,6,Other religions,14,65-69 years,1,Female,17
95WW,Newtownabbey,6,Other religions,14,65-69 years,2,Male,10
95WW,Newtownabbey,6,Other religions,15,70-74 years,1,Female,15
95WW,Newtownabbey,6,Other religions,15,70-74 years,2,Male,20
95WW,Newtownabbey,6,Other religions,16,75-79 years,1,Female,10
95WW,Newtownabbey,6,Other religions,16,75-79 years,2,Male,8
95WW,Newtownabbey,6,Other religions,17,80-84 years,1,Female,1
95WW,Newtownabbey,6,Other religions,17,80-84 years,2,Male,7
95WW,Newtownabbey,6,Other religions,18,85-89 years,1,Female,4
95WW,Newtownabbey,6,Other religions,18,85-89 years,2,Male,4
95WW,Newtownabbey,6,Other religions,19,90+ years,1,Female,4
95WW,Newtownabbey,6,Other religions,19,90+ years,2,Male,0
95WW,Newtownabbey,7,No religion,1,0-4 years,1,Female,882
95WW,Newtownabbey,7,No religion,1,0-4 years,2,Male,929
95WW,Newtownabbey,7,No religion,2,5-9 years,1,Female,768
95WW,Newtownabbey,7,No religion,2,5-9 years,2,Male,872
95WW,Newtownabbey,7,No religion,3,10-14 years,1,Female,672
95WW,Newtownabbey,7,No religion,3,10-14 years,2,Male,773
95WW,Newtownabbey,7,No religion,4,15-19 years,1,Female,692
95WW,Newtownabbey,7,No religion,4,15-19 years,2,Male,697
95WW,Newtownabbey,7,No religion,5,20-24 years,1,Female,720
95WW,Newtownabbey,7,No religion,5,20-24 years,2,Male,794
95WW,Newtownabbey,7,No religion,6,25-29 years,1,Female,874
95WW,Newtownabbey,7,No religion,6,25-29 years,2,Male,943
95WW,Newtownabbey,7,No religion,7,30-34 years,1,Female,939
95WW,Newtownabbey,7,No religion,7,30-34 years,2,Male,1023
95WW,Newtownabbey,7,No religion,8,35-39 years,1,Female,823
95WW,Newtownabbey,7,No religion,8,35-39 years,2,Male,961
95WW,Newtownabbey,7,No religion,9,40-44 years,1,Female,783
95WW,Newtownabbey,7,No religion,9,40-44 years,2,Male,873
95WW,Newtownabbey,7,No religion,10,45-49 years,1,Female,630
95WW,Newtownabbey,7,No religion,10,45-49 years,2,Male,778
95WW,Newtownabbey,7,No religion,11,50-54 years,1,Female,596
95WW,Newtownabbey,7,No religion,11,50-54 years,2,Male,725
95WW,Newtownabbey,7,No religion,12,55-59 years,1,Female,476
95WW,Newtownabbey,7,No religion,12,55-59 years,2,Male,626
95WW,Newtownabbey,7,No religion,13,60-64 years,1,Female,392
95WW,Newtownabbey,7,No religion,13,60-64 years,2,Male,454
95WW,Newtownabbey,7,No religion,14,65-69 years,1,Female,278
95WW,Newtownabbey,7,No religion,14,65-69 years,2,Male,394
95WW,Newtownabbey,7,No religion,15,70-74 years,1,Female,208
95WW,Newtownabbey,7,No religion,15,70-74 years,2,Male,302
95WW,Newtownabbey,7,No religion,16,75-79 years,1,Female,129
95WW,Newtownabbey,7,No religion,16,75-79 years,2,Male,167
95WW,Newtownabbey,7,No religion,17,80-84 years,1,Female,72
95WW,Newtownabbey,7,No religion,17,80-84 years,2,Male,96
95WW,Newtownabbey,7,No religion,18,85-89 years,1,Female,35
95WW,Newtownabbey,7,No religion,18,85-89 years,2,Male,40
95WW,Newtownabbey,7,No religion,19,90+ years,1,Female,21
95WW,Newtownabbey,7,No religion,19,90+ years,2,Male,15
95WW,Newtownabbey,8,Religion not stated,1,0-4 years,1,Female,35
95WW,Newtownabbey,8,Religion not stated,1,0-4 years,2,Male,29
95WW,Newtownabbey,8,Religion not stated,2,5-9 years,1,Female,31
95WW,Newtownabbey,8,Religion not stated,2,5-9 years,2,Male,24
95WW,Newtownabbey,8,Religion not stated,3,10-14 years,1,Female,34
95WW,Newtownabbey,8,Religion not stated,3,10-14 years,2,Male,28
95WW,Newtownabbey,8,Religion not stated,4,15-19 years,1,Female,24
95WW,Newtownabbey,8,Religion not stated,4,15-19 years,2,Male,31
95WW,Newtownabbey,8,Religion not stated,5,20-24 years,1,Female,30
95WW,Newtownabbey,8,Religion not stated,5,20-24 years,2,Male,50
95WW,Newtownabbey,8,Religion not stated,6,25-29 years,1,Female,35
95WW,Newtownabbey,8,Religion not stated,6,25-29 years,2,Male,31
95WW,Newtownabbey,8,Religion not stated,7,30-34 years,1,Female,22
95WW,Newtownabbey,8,Religion not stated,7,30-34 years,2,Male,35
95WW,Newtownabbey,8,Religion not stated,8,35-39 years,1,Female,24
95WW,Newtownabbey,8,Religion not stated,8,35-39 years,2,Male,25
95WW,Newtownabbey,8,Religion not stated,9,40-44 years,1,Female,15
95WW,Newtownabbey,8,Religion not stated,9,40-44 years,2,Male,26
95WW,Newtownabbey,8,Religion not stated,10,45-49 years,1,Female,28
95WW,Newtownabbey,8,Religion not stated,10,45-49 years,2,Male,31
95WW,Newtownabbey,8,Religion not stated,11,50-54 years,1,Female,31
95WW,Newtownabbey,8,Religion not stated,11,50-54 years,2,Male,34
95WW,Newtownabbey,8,Religion not stated,12,55-59 years,1,Female,29
95WW,Newtownabbey,8,Religion not stated,12,55-59 years,2,Male,30
95WW,Newtownabbey,8,Religion not stated,13,60-64 years,1,Female,32
95WW,Newtownabbey,8,Religion not stated,13,60-64 years,2,Male,24
95WW,Newtownabbey,8,Religion not stated,14,65-69 years,1,Female,38
95WW,Newtownabbey,8,Religion not stated,14,65-69 years,2,Male,32
95WW,Newtownabbey,8,Religion not stated,15,70-74 years,1,Female,52
95WW,Newtownabbey,8,Religion not stated,15,70-74 years,2,Male,42
95WW,Newtownabbey,8,Religion not stated,16,75-79 years,1,Female,50
95WW,Newtownabbey,8,Religion not stated,16,75-79 years,2,Male,42
95WW,Newtownabbey,8,Religion not stated,17,80-84 years,1,Female,44
95WW,Newtownabbey,8,Religion not stated,17,80-84 years,2,Male,32
95WW,Newtownabbey,8,Religion not stated,18,85-89 years,1,Female,37
95WW,Newtownabbey,8,Religion not stated,18,85-89 years,2,Male,24
95WW,Newtownabbey,8,Religion not stated,19,90+ years,1,Female,19
95WW,Newtownabbey,8,Religion not stated,19,90+ years,2,Male,5
95XX,North Down,1,Catholic,1,0-4 years,1,Female,225
95XX,North Down,1,Catholic,1,0-4 years,2,Male,231
95XX,North Down,1,Catholic,2,5-9 years,1,Female,296
95XX,North Down,1,Catholic,2,5-9 years,2,Male,320
95XX,North Down,1,Catholic,3,10-14 years,1,Female,320
95XX,North Down,1,Catholic,3,10-14 years,2,Male,357
95XX,North Down,1,Catholic,4,15-19 years,1,Female,242
95XX,North Down,1,Catholic,4,15-19 years,2,Male,240
95XX,North Down,1,Catholic,5,20-24 years,1,Female,180
95XX,North Down,1,Catholic,5,20-24 years,2,Male,174
95XX,North Down,1,Catholic,6,25-29 years,1,Female,222
95XX,North Down,1,Catholic,6,25-29 years,2,Male,209
95XX,North Down,1,Catholic,7,30-34 years,1,Female,322
95XX,North Down,1,Catholic,7,30-34 years,2,Male,201
95XX,North Down,1,Catholic,8,35-39 years,1,Female,394
95XX,North Down,1,Catholic,8,35-39 years,2,Male,320
95XX,North Down,1,Catholic,9,40-44 years,1,Female,450
95XX,North Down,1,Catholic,9,40-44 years,2,Male,285
95XX,North Down,1,Catholic,10,45-49 years,1,Female,382
95XX,North Down,1,Catholic,10,45-49 years,2,Male,294
95XX,North Down,1,Catholic,11,50-54 years,1,Female,438
95XX,North Down,1,Catholic,11,50-54 years,2,Male,334
95XX,North Down,1,Catholic,12,55-59 years,1,Female,385
95XX,North Down,1,Catholic,12,55-59 years,2,Male,335
95XX,North Down,1,Catholic,13,60-64 years,1,Female,377
95XX,North Down,1,Catholic,13,60-64 years,2,Male,260
95XX,North Down,1,Catholic,14,65-69 years,1,Female,273
95XX,North Down,1,Catholic,14,65-69 years,2,Male,211
95XX,North Down,1,Catholic,15,70-74 years,1,Female,277
95XX,North Down,1,Catholic,15,70-74 years,2,Male,180
95XX,North Down,1,Catholic,16,75-79 years,1,Female,217
95XX,North Down,1,Catholic,16,75-79 years,2,Male,153
95XX,North Down,1,Catholic,17,80-84 years,1,Female,123
95XX,North Down,1,Catholic,17,80-84 years,2,Male,100
95XX,North Down,1,Catholic,18,85-89 years,1,Female,61
95XX,North Down,1,Catholic,18,85-89 years,2,Male,46
95XX,North Down,1,Catholic,19,90+ years,1,Female,46
95XX,North Down,1,Catholic,19,90+ years,2,Male,14
95XX,North Down,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,354
95XX,North Down,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,391
95XX,North Down,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,526
95XX,North Down,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,555
95XX,North Down,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,651
95XX,North Down,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,587
95XX,North Down,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,515
95XX,North Down,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,510
95XX,North Down,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,372
95XX,North Down,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,376
95XX,North Down,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,389
95XX,North Down,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,408
95XX,North Down,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,518
95XX,North Down,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,403
95XX,North Down,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,576
95XX,North Down,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,498
95XX,North Down,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,686
95XX,North Down,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,509
95XX,North Down,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,699
95XX,North Down,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,607
95XX,North Down,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,803
95XX,North Down,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,679
95XX,North Down,2,Presbyterian Church in Ireland,12,55-59 years,1,Female,808
95XX,North Down,2,Presbyterian Church in Ireland,12,55-59 years,2,Male,711
95XX,North Down,2,Presbyterian Church in Ireland,13,60-64 years,1,Female,846
95XX,North Down,2,Presbyterian Church in Ireland,13,60-64 years,2,Male,719
95XX,North Down,2,Presbyterian Church in Ireland,14,65-69 years,1,Female,733
95XX,North Down,2,Presbyterian Church in Ireland,14,65-69 years,2,Male,710
95XX,North Down,2,Presbyterian Church in Ireland,15,70-74 years,1,Female,859
95XX,North Down,2,Presbyterian Church in Ireland,15,70-74 years,2,Male,759
95XX,North Down,2,Presbyterian Church in Ireland,16,75-79 years,1,Female,816
95XX,North Down,2,Presbyterian Church in Ireland,16,75-79 years,2,Male,650
95XX,North Down,2,Presbyterian Church in Ireland,17,80-84 years,1,Female,522
95XX,North Down,2,Presbyterian Church in Ireland,17,80-84 years,2,Male,383
95XX,North Down,2,Presbyterian Church in Ireland,18,85-89 years,1,Female,358
95XX,North Down,2,Presbyterian Church in Ireland,18,85-89 years,2,Male,219
95XX,North Down,2,Presbyterian Church in Ireland,19,90+ years,1,Female,254
95XX,North Down,2,Presbyterian Church in Ireland,19,90+ years,2,Male,105
95XX,North Down,3,Church of Ireland,1,0-4 years,1,Female,146
95XX,North Down,3,Church of Ireland,1,0-4 years,2,Male,161
95XX,North Down,3,Church of Ireland,2,5-9 years,1,Female,214
95XX,North Down,3,Church of Ireland,2,5-9 years,2,Male,244
95XX,North Down,3,Church of Ireland,3,10-14 years,1,Female,264
95XX,North Down,3,Church of Ireland,3,10-14 years,2,Male,310
95XX,North Down,3,Church of Ireland,4,15-19 years,1,Female,213
95XX,North Down,3,Church of Ireland,4,15-19 years,2,Male,251
95XX,North Down,3,Church of Ireland,5,20-24 years,1,Female,155
95XX,North Down,3,Church of Ireland,5,20-24 years,2,Male,163
95XX,North Down,3,Church of Ireland,6,25-29 years,1,Female,180
95XX,North Down,3,Church of Ireland,6,25-29 years,2,Male,159
95XX,North Down,3,Church of Ireland,7,30-34 years,1,Female,195
95XX,North Down,3,Church of Ireland,7,30-34 years,2,Male,174
95XX,North Down,3,Church of Ireland,8,35-39 years,1,Female,284
95XX,North Down,3,Church of Ireland,8,35-39 years,2,Male,204
95XX,North Down,3,Church of Ireland,9,40-44 years,1,Female,314
95XX,North Down,3,Church of Ireland,9,40-44 years,2,Male,265
95XX,North Down,3,Church of Ireland,10,45-49 years,1,Female,399
95XX,North Down,3,Church of Ireland,10,45-49 years,2,Male,292
95XX,North Down,3,Church of Ireland,11,50-54 years,1,Female,480
95XX,North Down,3,Church of Ireland,11,50-54 years,2,Male,357
95XX,North Down,3,Church of Ireland,12,55-59 years,1,Female,528
95XX,North Down,3,Church of Ireland,12,55-59 years,2,Male,434
95XX,North Down,3,Church of Ireland,13,60-64 years,1,Female,532
95XX,North Down,3,Church of Ireland,13,60-64 years,2,Male,433
95XX,North Down,3,Church of Ireland,14,65-69 years,1,Female,531
95XX,North Down,3,Church of Ireland,14,65-69 years,2,Male,446
95XX,North Down,3,Church of Ireland,15,70-74 years,1,Female,575
95XX,North Down,3,Church of Ireland,15,70-74 years,2,Male,457
95XX,North Down,3,Church of Ireland,16,75-79 years,1,Female,507
95XX,North Down,3,Church of Ireland,16,75-79 years,2,Male,439
95XX,North Down,3,Church of Ireland,17,80-84 years,1,Female,310
95XX,North Down,3,Church of Ireland,17,80-84 years,2,Male,227
95XX,North Down,3,Church of Ireland,18,85-89 years,1,Female,217
95XX,North Down,3,Church of Ireland,18,85-89 years,2,Male,124
95XX,North Down,3,Church of Ireland,19,90+ years,1,Female,152
95XX,North Down,3,Church of Ireland,19,90+ years,2,Male,71
95XX,North Down,4,Methodist Church in Ireland,1,0-4 years,1,Female,38
95XX,North Down,4,Methodist Church in Ireland,1,0-4 years,2,Male,34
95XX,North Down,4,Methodist Church in Ireland,2,5-9 years,1,Female,53
95XX,North Down,4,Methodist Church in Ireland,2,5-9 years,2,Male,58
95XX,North Down,4,Methodist Church in Ireland,3,10-14 years,1,Female,59
95XX,North Down,4,Methodist Church in Ireland,3,10-14 years,2,Male,75
95XX,North Down,4,Methodist Church in Ireland,4,15-19 years,1,Female,53
95XX,North Down,4,Methodist Church in Ireland,4,15-19 years,2,Male,63
95XX,North Down,4,Methodist Church in Ireland,5,20-24 years,1,Female,39
95XX,North Down,4,Methodist Church in Ireland,5,20-24 years,2,Male,55
95XX,North Down,4,Methodist Church in Ireland,6,25-29 years,1,Female,40
95XX,North Down,4,Methodist Church in Ireland,6,25-29 years,2,Male,52
95XX,North Down,4,Methodist Church in Ireland,7,30-34 years,1,Female,55
95XX,North Down,4,Methodist Church in Ireland,7,30-34 years,2,Male,32
95XX,North Down,4,Methodist Church in Ireland,8,35-39 years,1,Female,71
95XX,North Down,4,Methodist Church in Ireland,8,35-39 years,2,Male,45
95XX,North Down,4,Methodist Church in Ireland,9,40-44 years,1,Female,76
95XX,North Down,4,Methodist Church in Ireland,9,40-44 years,2,Male,75
95XX,North Down,4,Methodist Church in Ireland,10,45-49 years,1,Female,92
95XX,North Down,4,Methodist Church in Ireland,10,45-49 years,2,Male,93
95XX,North Down,4,Methodist Church in Ireland,11,50-54 years,1,Female,153
95XX,North Down,4,Methodist Church in Ireland,11,50-54 years,2,Male,97
95XX,North Down,4,Methodist Church in Ireland,12,55-59 years,1,Female,137
95XX,North Down,4,Methodist Church in Ireland,12,55-59 years,2,Male,105
95XX,North Down,4,Methodist Church in Ireland,13,60-64 years,1,Female,144
95XX,North Down,4,Methodist Church in Ireland,13,60-64 years,2,Male,125
95XX,North Down,4,Methodist Church in Ireland,14,65-69 years,1,Female,152
95XX,North Down,4,Methodist Church in Ireland,14,65-69 years,2,Male,129
95XX,North Down,4,Methodist Church in Ireland,15,70-74 years,1,Female,175
95XX,North Down,4,Methodist Church in Ireland,15,70-74 years,2,Male,136
95XX,North Down,4,Methodist Church in Ireland,16,75-79 years,1,Female,156
95XX,North Down,4,Methodist Church in Ireland,16,75-79 years,2,Male,116
95XX,North Down,4,Methodist Church in Ireland,17,80-84 years,1,Female,82
95XX,North Down,4,Methodist Church in Ireland,17,80-84 years,2,Male,82
95XX,North Down,4,Methodist Church in Ireland,18,85-89 years,1,Female,84
95XX,North Down,4,Methodist Church in Ireland,18,85-89 years,2,Male,43
95XX,North Down,4,Methodist Church in Ireland,19,90+ years,1,Female,40
95XX,North Down,4,Methodist Church in Ireland,19,90+ years,2,Male,19
95XX,North Down,5,Other Christian (including Christian related),1,0-4 years,1,Female,152
95XX,North Down,5,Other Christian (including Christian related),1,0-4 years,2,Male,201
95XX,North Down,5,Other Christian (including Christian related),2,5-9 years,1,Female,223
95XX,North Down,5,Other Christian (including Christian related),2,5-9 years,2,Male,216
95XX,North Down,5,Other Christian (including Christian related),3,10-14 years,1,Female,240
95XX,North Down,5,Other Christian (including Christian related),3,10-14 years,2,Male,226
95XX,North Down,5,Other Christian (including Christian related),4,15-19 years,1,Female,190
95XX,North Down,5,Other Christian (including Christian related),4,15-19 years,2,Male,158
95XX,North Down,5,Other Christian (including Christian related),5,20-24 years,1,Female,142
95XX,North Down,5,Other Christian (including Christian related),5,20-24 years,2,Male,154
95XX,North Down,5,Other Christian (including Christian related),6,25-29 years,1,Female,188
95XX,North Down,5,Other Christian (including Christian related),6,25-29 years,2,Male,150
95XX,North Down,5,Other Christian (including Christian related),7,30-34 years,1,Female,243
95XX,North Down,5,Other Christian (including Christian related),7,30-34 years,2,Male,201
95XX,North Down,5,Other Christian (including Christian related),8,35-39 years,1,Female,267
95XX,North Down,5,Other Christian (including Christian related),8,35-39 years,2,Male,209
95XX,North Down,5,Other Christian (including Christian related),9,40-44 years,1,Female,255
95XX,North Down,5,Other Christian (including Christian related),9,40-44 years,2,Male,225
95XX,North Down,5,Other Christian (including Christian related),10,45-49 years,1,Female,232
95XX,North Down,5,Other Christian (including Christian related),10,45-49 years,2,Male,201
95XX,North Down,5,Other Christian (including Christian related),11,50-54 years,1,Female,275
95XX,North Down,5,Other Christian (including Christian related),11,50-54 years,2,Male,286
95XX,North Down,5,Other Christian (including Christian related),12,55-59 years,1,Female,298
95XX,North Down,5,Other Christian (including Christian related),12,55-59 years,2,Male,239
95XX,North Down,5,Other Christian (including Christian related),13,60-64 years,1,Female,269
95XX,North Down,5,Other Christian (including Christian related),13,60-64 years,2,Male,225
95XX,North Down,5,Other Christian (including Christian related),14,65-69 years,1,Female,225
95XX,North Down,5,Other Christian (including Christian related),14,65-69 years,2,Male,188
95XX,North Down,5,Other Christian (including Christian related),15,70-74 years,1,Female,217
95XX,North Down,5,Other Christian (including Christian related),15,70-74 years,2,Male,180
95XX,North Down,5,Other Christian (including Christian related),16,75-79 years,1,Female,181
95XX,North Down,5,Other Christian (including Christian related),16,75-79 years,2,Male,157
95XX,North Down,5,Other Christian (including Christian related),17,80-84 years,1,Female,128
95XX,North Down,5,Other Christian (including Christian related),17,80-84 years,2,Male,89
95XX,North Down,5,Other Christian (including Christian related),18,85-89 years,1,Female,75
95XX,North Down,5,Other Christian (including Christian related),18,85-89 years,2,Male,38
95XX,North Down,5,Other Christian (including Christian related),19,90+ years,1,Female,50
95XX,North Down,5,Other Christian (including Christian related),19,90+ years,2,Male,30
95XX,North Down,6,Other religions,1,0-4 years,1,Female,35
95XX,North Down,6,Other religions,1,0-4 years,2,Male,36
95XX,North Down,6,Other religions,2,5-9 years,1,Female,45
95XX,North Down,6,Other religions,2,5-9 years,2,Male,34
95XX,North Down,6,Other religions,3,10-14 years,1,Female,46
95XX,North Down,6,Other religions,3,10-14 years,2,Male,27
95XX,North Down,6,Other religions,4,15-19 years,1,Female,21
95XX,North Down,6,Other religions,4,15-19 years,2,Male,39
95XX,North Down,6,Other religions,5,20-24 years,1,Female,12
95XX,North Down,6,Other religions,5,20-24 years,2,Male,36
95XX,North Down,6,Other religions,6,25-29 years,1,Female,33
95XX,North Down,6,Other religions,6,25-29 years,2,Male,23
95XX,North Down,6,Other religions,7,30-34 years,1,Female,33
95XX,North Down,6,Other religions,7,30-34 years,2,Male,34
95XX,North Down,6,Other religions,8,35-39 years,1,Female,55
95XX,North Down,6,Other religions,8,35-39 years,2,Male,51
95XX,North Down,6,Other religions,9,40-44 years,1,Female,49
95XX,North Down,6,Other religions,9,40-44 years,2,Male,70
95XX,North Down,6,Other religions,10,45-49 years,1,Female,48
95XX,North Down,6,Other religions,10,45-49 years,2,Male,50
95XX,North Down,6,Other religions,11,50-54 years,1,Female,42
95XX,North Down,6,Other religions,11,50-54 years,2,Male,40
95XX,North Down,6,Other religions,12,55-59 years,1,Female,32
95XX,North Down,6,Other religions,12,55-59 years,2,Male,29
95XX,North Down,6,Other religions,13,60-64 years,1,Female,21
95XX,North Down,6,Other religions,13,60-64 years,2,Male,24
95XX,North Down,6,Other religions,14,65-69 years,1,Female,20
95XX,North Down,6,Other religions,14,65-69 years,2,Male,41
95XX,North Down,6,Other religions,15,70-74 years,1,Female,27
95XX,North Down,6,Other religions,15,70-74 years,2,Male,15
95XX,North Down,6,Other religions,16,75-79 years,1,Female,12
95XX,North Down,6,Other religions,16,75-79 years,2,Male,10
95XX,North Down,6,Other religions,17,80-84 years,1,Female,5
95XX,North Down,6,Other religions,17,80-84 years,2,Male,8
95XX,North Down,6,Other religions,18,85-89 years,1,Female,4
95XX,North Down,6,Other religions,18,85-89 years,2,Male,6
95XX,North Down,6,Other religions,19,90+ years,1,Female,3
95XX,North Down,6,Other religions,19,90+ years,2,Male,2
95XX,North Down,7,No religion,1,0-4 years,1,Female,957
95XX,North Down,7,No religion,1,0-4 years,2,Male,1027
95XX,North Down,7,No religion,2,5-9 years,1,Female,987
95XX,North Down,7,No religion,2,5-9 years,2,Male,1040
95XX,North Down,7,No religion,3,10-14 years,1,Female,944
95XX,North Down,7,No religion,3,10-14 years,2,Male,1013
95XX,North Down,7,No religion,4,15-19 years,1,Female,833
95XX,North Down,7,No religion,4,15-19 years,2,Male,937
95XX,North Down,7,No religion,5,20-24 years,1,Female,777
95XX,North Down,7,No religion,5,20-24 years,2,Male,899
95XX,North Down,7,No religion,6,25-29 years,1,Female,1035
95XX,North Down,7,No religion,6,25-29 years,2,Male,1098
95XX,North Down,7,No religion,7,30-34 years,1,Female,1059
95XX,North Down,7,No religion,7,30-34 years,2,Male,1235
95XX,North Down,7,No religion,8,35-39 years,1,Female,1025
95XX,North Down,7,No religion,8,35-39 years,2,Male,1113
95XX,North Down,7,No religion,9,40-44 years,1,Female,954
95XX,North Down,7,No religion,9,40-44 years,2,Male,1021
95XX,North Down,7,No religion,10,45-49 years,1,Female,890
95XX,North Down,7,No religion,10,45-49 years,2,Male,1026
95XX,North Down,7,No religion,11,50-54 years,1,Female,776
95XX,North Down,7,No religion,11,50-54 years,2,Male,949
95XX,North Down,7,No religion,12,55-59 years,1,Female,719
95XX,North Down,7,No religion,12,55-59 years,2,Male,842
95XX,North Down,7,No religion,13,60-64 years,1,Female,574
95XX,North Down,7,No religion,13,60-64 years,2,Male,705
95XX,North Down,7,No religion,14,65-69 years,1,Female,469
95XX,North Down,7,No religion,14,65-69 years,2,Male,563
95XX,North Down,7,No religion,15,70-74 years,1,Female,425
95XX,North Down,7,No religion,15,70-74 years,2,Male,528
95XX,North Down,7,No religion,16,75-79 years,1,Female,244
95XX,North Down,7,No religion,16,75-79 years,2,Male,365
95XX,North Down,7,No religion,17,80-84 years,1,Female,110
95XX,North Down,7,No religion,17,80-84 years,2,Male,136
95XX,North Down,7,No religion,18,85-89 years,1,Female,50
95XX,North Down,7,No religion,18,85-89 years,2,Male,73
95XX,North Down,7,No religion,19,90+ years,1,Female,35
95XX,North Down,7,No religion,19,90+ years,2,Male,26
95XX,North Down,8,Religion not stated,1,0-4 years,1,Female,28
95XX,North Down,8,Religion not stated,1,0-4 years,2,Male,29
95XX,North Down,8,Religion not stated,2,5-9 years,1,Female,27
95XX,North Down,8,Religion not stated,2,5-9 years,2,Male,19
95XX,North Down,8,Religion not stated,3,10-14 years,1,Female,26
95XX,North Down,8,Religion not stated,3,10-14 years,2,Male,23
95XX,North Down,8,Religion not stated,4,15-19 years,1,Female,28
95XX,North Down,8,Religion not stated,4,15-19 years,2,Male,22
95XX,North Down,8,Religion not stated,5,20-24 years,1,Female,9
