census_year,geo_code,geography,sex,religion,age_band,yob,population
2021,95LL,Craigavon,male,Catholic,30-34,1987-1991,1543.0
2021,95LL,Craigavon,female,Catholic,35-39,1982-1986,1788.0
2021,95LL,Craigavon,male,Catholic,35-39,1982-1986,1650.0
2021,95LL,Craigavon,female,Catholic,40-44,1977-1981,1614.0
2021,95LL,Craigavon,male,Catholic,40-44,1977-1981,1551.0
2021,95LL,Craigavon,female,Catholic,45-49,1972-1976,1498.0
2021,95LL,Craigavon,male,Catholic,45-49,1972-1976,1442.0
2021,95LL,Craigavon,female,Catholic,50-54,1967-1971,1607.0
2021,95LL,Craigavon,male,Catholic,50-54,1967-1971,1485.0
2021,95LL,Craigavon,female,Catholic,55-59,1962-1966,1490.0
2021,95LL,Craigavon,male,Catholic,55-59,1962-1966,1427.0
2021,95LL,Craigavon,female,Catholic,60-64,1957-1961,1213.0
2021,95LL,Craigavon,male,Catholic,60-64,1957-1961,1126.0
2021,95LL,Craigavon,female,Catholic,65-69,1952-1956,928.0
2021,95LL,Craigavon,male,Catholic,65-69,1952-1956,834.0
2021,95LL,Craigavon,female,Catholic,70-74,1947-1951,808.0
2021,95LL,Craigavon,male,Catholic,70-74,1947-1951,696.0
2021,95LL,Craigavon,female,Catholic,75-79,1942-1946,626.0
2021,95LL,Craigavon,male,Catholic,75-79,1942-1946,515.0
2021,95LL,Craigavon,female,Catholic,80-84,1937-1941,415.0
2021,95LL,Craigavon,male,Catholic,80-84,1937-1941,313.0
2021,95LL,Craigavon,female,Catholic,85-89,1932-1936,234.0
2021,95LL,Craigavon,male,Catholic,85-89,1932-1936,158.0
2021,95LL,Craigavon,female,Catholic,90+,pre-1932,121.0
2021,95LL,Craigavon,male,Catholic,90+,pre-1932,39.0
2021,95LL,Craigavon,female,Presbyterian,0-4,2017-2021,236.0
2021,95LL,Craigavon,male,Presbyterian,0-4,2017-2021,260.0
2021,95LL,Craigavon,female,Presbyterian,5-9,2012-2016,306.0
2021,95LL,Craigavon,male,Presbyterian,5-9,2012-2016,263.0
2021,95LL,Craigavon,female,Presbyterian,10-14,2007-2011,264.0
2021,95LL,Craigavon,male,Presbyterian,10-14,2007-2011,300.0
2021,95LL,Craigavon,female,Presbyterian,15-19,2002-2006,228.0
2021,95LL,Craigavon,male,Presbyterian,15-19,2002-2006,218.0
2021,95LL,Craigavon,female,Presbyterian,20-24,1997-2001,187.0
2021,95LL,Craigavon,male,Presbyterian,20-24,1997-2001,222.0
2021,95LL,Craigavon,female,Presbyterian,25-29,1992-1996,276.0
2021,95LL,Craigavon,male,Presbyterian,25-29,1992-1996,324.0
2021,95LL,Craigavon,female,Presbyterian,30-34,1987-1991,280.0
2021,95LL,Craigavon,male,Presbyterian,30-34,1987-1991,289.0
2021,95LL,Craigavon,female,Presbyterian,35-39,1982-1986,332.0
2021,95LL,Craigavon,male,Presbyterian,35-39,1982-1986,267.0
2021,95LL,Craigavon,female,Presbyterian,40-44,1977-1981,295.0
2021,95LL,Craigavon,male,Presbyterian,40-44,1977-1981,298.0
2021,95LL,Craigavon,female,Presbyterian,45-49,1972-1976,306.0
2021,95LL,Craigavon,male,Presbyterian,45-49,1972-1976,337.0
2021,95LL,Craigavon,female,Presbyterian,50-54,1967-1971,323.0
2021,95LL,Craigavon,male,Presbyterian,50-54,1967-1971,379.0
2021,95LL,Craigavon,female,Presbyterian,55-59,1962-1966,336.0
2021,95LL,Craigavon,male,Presbyterian,55-59,1962-1966,301.0
2021,95LL,Craigavon,female,Presbyterian,60-64,1957-1961,347.0
2021,95LL,Craigavon,male,Presbyterian,60-64,1957-1961,308.0
2021,95LL,Craigavon,female,Presbyterian,65-69,1952-1956,240.0
2021,95LL,Craigavon,male,Presbyterian,65-69,1952-1956,249.0
2021,95LL,Craigavon,female,Presbyterian,70-74,1947-1951,279.0
2021,95LL,Craigavon,male,Presbyterian,70-74,1947-1951,226.0
2021,95LL,Craigavon,female,Presbyterian,75-79,1942-1946,256.0
2021,95LL,Craigavon,male,Presbyterian,75-79,1942-1946,209.0
2021,95LL,Craigavon,female,Presbyterian,80-84,1937-1941,167.0
2021,95LL,Craigavon,male,Presbyterian,80-84,1937-1941,133.0
2021,95LL,Craigavon,female,Presbyterian,85-89,1932-1936,123.0
2021,95LL,Craigavon,male,Presbyterian,85-89,1932-1936,65.0
2021,95LL,Craigavon,female,Presbyterian,90+,pre-1932,66.0
2021,95LL,Craigavon,male,Presbyterian,90+,pre-1932,27.0
2021,95LL,Craigavon,female,Church of Ireland,0-4,2017-2021,359.0
2021,95LL,Craigavon,male,Church of Ireland,0-4,2017-2021,369.0
2021,95LL,Craigavon,female,Church of Ireland,5-9,2012-2016,465.0
2021,95LL,Craigavon,male,Church of Ireland,5-9,2012-2016,503.0
2021,95LL,Craigavon,female,Church of Ireland,10-14,2007-2011,542.0
2021,95LL,Craigavon,male,Church of Ireland,10-14,2007-2011,588.0
2021,95LL,Craigavon,female,Church of Ireland,15-19,2002-2006,424.0
2021,95LL,Craigavon,male,Church of Ireland,15-19,2002-2006,479.0
2021,95LL,Craigavon,female,Church of Ireland,20-24,1997-2001,355.0
2021,95LL,Craigavon,male,Church of Ireland,20-24,1997-2001,381.0
2021,95LL,Craigavon,female,Church of Ireland,25-29,1992-1996,386.0
2021,95LL,Craigavon,male,Church of Ireland,25-29,1992-1996,393.0
2021,95LL,Craigavon,female,Church of Ireland,30-34,1987-1991,456.0
2021,95LL,Craigavon,male,Church of Ireland,30-34,1987-1991,400.0
2021,95LL,Craigavon,female,Church of Ireland,35-39,1982-1986,502.0
2021,95LL,Craigavon,male,Church of Ireland,35-39,1982-1986,431.0
2021,95LL,Craigavon,female,Church of Ireland,40-44,1977-1981,510.0
2021,95LL,Craigavon,male,Church of Ireland,40-44,1977-1981,519.0
2021,95LL,Craigavon,female,Church of Ireland,45-49,1972-1976,587.0
2021,95LL,Craigavon,male,Church of Ireland,45-49,1972-1976,523.0
2021,95LL,Craigavon,female,Church of Ireland,50-54,1967-1971,709.0
2021,95LL,Craigavon,male,Church of Ireland,50-54,1967-1971,632.0
2021,95LL,Craigavon,female,Church of Ireland,55-59,1962-1966,675.0
2021,95LL,Craigavon,male,Church of Ireland,55-59,1962-1966,676.0
2021,95LL,Craigavon,female,Church of Ireland,60-64,1957-1961,627.0
2021,95LL,Craigavon,male,Church of Ireland,60-64,1957-1961,545.0
2021,95LL,Craigavon,female,Church of Ireland,65-69,1952-1956,527.0
2021,95LL,Craigavon,male,Church of Ireland,65-69,1952-1956,486.0
2021,95LL,Craigavon,female,Church of Ireland,70-74,1947-1951,546.0
2021,95LL,Craigavon,male,Church of Ireland,70-74,1947-1951,464.0
2021,95LL,Craigavon,female,Church of Ireland,75-79,1942-1946,498.0
2021,95LL,Craigavon,male,Church of Ireland,75-79,1942-1946,378.0
2021,95LL,Craigavon,female,Church of Ireland,80-84,1937-1941,344.0
2021,95LL,Craigavon,male,Church of Ireland,80-84,1937-1941,286.0
2021,95LL,Craigavon,female,Church of Ireland,85-89,1932-1936,213.0
2021,95LL,Craigavon,male,Church of Ireland,85-89,1932-1936,132.0
2021,95LL,Craigavon,female,Church of Ireland,90+,pre-1932,125.0
2021,95LL,Craigavon,male,Church of Ireland,90+,pre-1932,61.0
2021,95LL,Craigavon,female,Methodist,0-4,2017-2021,63.0
2021,95LL,Craigavon,male,Methodist,0-4,2017-2021,64.0
2021,95LL,Craigavon,female,Methodist,5-9,2012-2016,89.0
2021,95LL,Craigavon,male,Methodist,5-9,2012-2016,92.0
2021,95LL,Craigavon,female,Methodist,10-14,2007-2011,103.0
2021,95LL,Craigavon,male,Methodist,10-14,2007-2011,100.0
2021,95LL,Craigavon,female,Methodist,15-19,2002-2006,86.0
2021,95LL,Craigavon,male,Methodist,15-19,2002-2006,82.0
2021,95LL,Craigavon,female,Methodist,20-24,1997-2001,63.0
2021,95LL,Craigavon,male,Methodist,20-24,1997-2001,49.0
2021,95LL,Craigavon,female,Methodist,25-29,1992-1996,79.0
2021,95LL,Craigavon,male,Methodist,25-29,1992-1996,67.0
2021,95LL,Craigavon,female,Methodist,30-34,1987-1991,85.0
2021,95LL,Craigavon,male,Methodist,30-34,1987-1991,87.0
2021,95LL,Craigavon,female,Methodist,35-39,1982-1986,95.0
2021,95LL,Craigavon,male,Methodist,35-39,1982-1986,85.0
2021,95LL,Craigavon,female,Methodist,40-44,1977-1981,100.0
2021,95LL,Craigavon,male,Methodist,40-44,1977-1981,86.0
2021,95LL,Craigavon,female,Methodist,45-49,1972-1976,123.0
2021,95LL,Craigavon,male,Methodist,45-49,1972-1976,94.0
2021,95LL,Craigavon,female,Methodist,50-54,1967-1971,101.0
2021,95LL,Craigavon,male,Methodist,50-54,1967-1971,104.0
2021,95LL,Craigavon,female,Methodist,55-59,1962-1966,124.0
2021,95LL,Craigavon,male,Methodist,55-59,1962-1966,124.0
2021,95LL,Craigavon,female,Methodist,60-64,1957-1961,130.0
2021,95LL,Craigavon,male,Methodist,60-64,1957-1961,116.0
2021,95LL,Craigavon,female,Methodist,65-69,1952-1956,129.0
2021,95LL,Craigavon,male,Methodist,65-69,1952-1956,90.0
2021,95LL,Craigavon,female,Methodist,70-74,1947-1951,122.0
2021,95LL,Craigavon,male,Methodist,70-74,1947-1951,108.0
2021,95LL,Craigavon,female,Methodist,75-79,1942-1946,121.0
2021,95LL,Craigavon,male,Methodist,75-79,1942-1946,72.0
2021,95LL,Craigavon,female,Methodist,80-84,1937-1941,87.0
2021,95LL,Craigavon,male,Methodist,80-84,1937-1941,56.0
2021,95LL,Craigavon,female,Methodist,85-89,1932-1936,50.0
2021,95LL,Craigavon,male,Methodist,85-89,1932-1936,27.0
2021,95LL,Craigavon,female,Methodist,90+,pre-1932,37.0
2021,95LL,Craigavon,male,Methodist,90+,pre-1932,7.0
2021,95LL,Craigavon,female,Other Christian,0-4,2017-2021,292.0
2021,95LL,Craigavon,male,Other Christian,0-4,2017-2021,329.0
2021,95LL,Craigavon,female,Other Christian,5-9,2012-2016,324.0
2021,95LL,Craigavon,male,Other Christian,5-9,2012-2016,348.0
2021,95LL,Craigavon,female,Other Christian,10-14,2007-2011,321.0
2021,95LL,Craigavon,male,Other Christian,10-14,2007-2011,347.0
2021,95LL,Craigavon,female,Other Christian,15-19,2002-2006,230.0
2021,95LL,Craigavon,male,Other Christian,15-19,2002-2006,239.0
2021,95LL,Craigavon,female,Other Christian,20-24,1997-2001,216.0
2021,95LL,Craigavon,male,Other Christian,20-24,1997-2001,224.0
2021,95LL,Craigavon,female,Other Christian,25-29,1992-1996,347.0
2021,95LL,Craigavon,male,Other Christian,25-29,1992-1996,253.0
2021,95LL,Craigavon,female,Other Christian,30-34,1987-1991,360.0
2021,95LL,Craigavon,male,Other Christian,30-34,1987-1991,324.0
2021,95LL,Craigavon,female,Other Christian,35-39,1982-1986,388.0
2021,95LL,Craigavon,male,Other Christian,35-39,1982-1986,320.0
2021,95LL,Craigavon,female,Other Christian,40-44,1977-1981,348.0
2021,95LL,Craigavon,male,Other Christian,40-44,1977-1981,335.0
2021,95LL,Craigavon,female,Other Christian,45-49,1972-1976,341.0
2021,95LL,Craigavon,male,Other Christian,45-49,1972-1976,298.0
2021,95LL,Craigavon,female,Other Christian,50-54,1967-1971,360.0
2021,95LL,Craigavon,male,Other Christian,50-54,1967-1971,282.0
2021,95LL,Craigavon,female,Other Christian,55-59,1962-1966,302.0
2021,95LL,Craigavon,male,Other Christian,55-59,1962-1966,300.0
2021,95LL,Craigavon,female,Other Christian,60-64,1957-1961,259.0
2021,95LL,Craigavon,male,Other Christian,60-64,1957-1961,209.0
2021,95LL,Craigavon,female,Other Christian,65-69,1952-1956,231.0
2021,95LL,Craigavon,male,Other Christian,65-69,1952-1956,189.0
2021,95LL,Craigavon,female,Other Christian,70-74,1947-1951,215.0
2021,95LL,Craigavon,male,Other Christian,70-74,1947-1951,179.0
2021,95LL,Craigavon,female,Other Christian,75-79,1942-1946,186.0
2021,95LL,Craigavon,male,Other Christian,75-79,1942-1946,159.0
2021,95LL,Craigavon,female,Other Christian,80-84,1937-1941,113.0
2021,95LL,Craigavon,male,Other Christian,80-84,1937-1941,92.0
2021,95LL,Craigavon,female,Other Christian,85-89,1932-1936,59.0
2021,95LL,Craigavon,male,Other Christian,85-89,1932-1936,46.0
2021,95LL,Craigavon,female,Other Christian,90+,pre-1932,52.0
2021,95LL,Craigavon,male,Other Christian,90+,pre-1932,20.0
2021,95LL,Craigavon,female,Other religions,0-4,2017-2021,52.0
2021,95LL,Craigavon,male,Other religions,0-4,2017-2021,57.0
2021,95LL,Craigavon,female,Other religions,5-9,2012-2016,53.0
2021,95LL,Craigavon,male,Other religions,5-9,2012-2016,43.0
2021,95LL,Craigavon,female,Other religions,10-14,2007-2011,39.0
2021,95LL,Craigavon,male,Other religions,10-14,2007-2011,38.0
2021,95LL,Craigavon,female,Other religions,15-19,2002-2006,40.0
2021,95LL,Craigavon,male,Other religions,15-19,2002-2006,35.0
2021,95LL,Craigavon,female,Other religions,20-24,1997-2001,58.0
2021,95LL,Craigavon,male,Other religions,20-24,1997-2001,55.0
2021,95LL,Craigavon,female,Other religions,25-29,1992-1996,51.0
2021,95LL,Craigavon,male,Other religions,25-29,1992-1996,95.0
2021,95LL,Craigavon,female,Other religions,30-34,1987-1991,72.0
2021,95LL,Craigavon,male,Other religions,30-34,1987-1991,95.0
2021,95LL,Craigavon,female,Other religions,35-39,1982-1986,55.0
2021,95LL,Craigavon,male,Other religions,35-39,1982-1986,80.0
2021,95LL,Craigavon,female,Other religions,40-44,1977-1981,50.0
2021,95LL,Craigavon,male,Other religions,40-44,1977-1981,43.0
2021,95LL,Craigavon,female,Other religions,45-49,1972-1976,40.0
2021,95LL,Craigavon,male,Other religions,45-49,1972-1976,44.0
2021,95LL,Craigavon,female,Other religions,50-54,1967-1971,31.0
2021,95LL,Craigavon,male,Other religions,50-54,1967-1971,48.0
2021,95LL,Craigavon,female,Other religions,55-59,1962-1966,59.0
2021,95LL,Craigavon,male,Other religions,55-59,1962-1966,23.0
2021,95LL,Craigavon,female,Other religions,60-64,1957-1961,23.0
2021,95LL,Craigavon,male,Other religions,60-64,1957-1961,31.0
2021,95LL,Craigavon,female,Other religions,65-69,1952-1956,18.0
2021,95LL,Craigavon,male,Other religions,65-69,1952-1956,15.0
2021,95LL,Craigavon,female,Other religions,70-74,1947-1951,7.0
2021,95LL,Craigavon,male,Other religions,70-74,1947-1951,10.0
2021,95LL,Craigavon,female,Other religions,75-79,1942-1946,18.0
2021,95LL,Craigavon,male,Other religions,75-79,1942-1946,14.0
2021,95LL,Craigavon,female,Other religions,80-84,1937-1941,10.0
2021,95LL,Craigavon,male,Other religions,80-84,1937-1941,6.0
2021,95LL,Craigavon,female,Other religions,85-89,1932-1936,5.0
2021,95LL,Craigavon,male,Other religions,85-89,1932-1936,3.0
2021,95LL,Craigavon,female,Other religions,90+,pre-1932,3.0
2021,95LL,Craigavon,male,Other religions,90+,pre-1932,2.0
2021,95LL,Craigavon,female,No religion,0-4,2017-2021,774.0
2021,95LL,Craigavon,male,No religion,0-4,2017-2021,849.0
2021,95LL,Craigavon,female,No religion,5-9,2012-2016,650.0
2021,95LL,Craigavon,male,No religion,5-9,2012-2016,718.0
2021,95LL,Craigavon,female,No religion,10-14,2007-2011,529.0
2021,95LL,Craigavon,male,No religion,10-14,2007-2011,604.0
2021,95LL,Craigavon,female,No religion,15-19,2002-2006,560.0
2021,95LL,Craigavon,male,No religion,15-19,2002-2006,546.0
2021,95LL,Craigavon,female,No religion,20-24,1997-2001,582.0
2021,95LL,Craigavon,male,No religion,20-24,1997-2001,684.0
2021,95LL,Craigavon,female,No religion,25-29,1992-1996,791.0
2021,95LL,Craigavon,male,No religion,25-29,1992-1996,848.0
2021,95LL,Craigavon,female,No religion,30-34,1987-1991,723.0
2021,95LL,Craigavon,male,No religion,30-34,1987-1991,929.0
2021,95LL,Craigavon,female,No religion,35-39,1982-1986,601.0
2021,95LL,Craigavon,male,No religion,35-39,1982-1986,795.0
2021,95LL,Craigavon,female,No religion,40-44,1977-1981,580.0
2021,95LL,Craigavon,male,No religion,40-44,1977-1981,659.0
2021,95LL,Craigavon,female,No religion,45-49,1972-1976,463.0
2021,95LL,Craigavon,male,No religion,45-49,1972-1976,609.0
2021,95LL,Craigavon,female,No religion,50-54,1967-1971,413.0
2021,95LL,Craigavon,male,No religion,50-54,1967-1971,507.0
2021,95LL,Craigavon,female,No religion,55-59,1962-1966,317.0
2021,95LL,Craigavon,male,No religion,55-59,1962-1966,468.0
2021,95LL,Craigavon,female,No religion,60-64,1957-1961,230.0
2021,95LL,Craigavon,male,No religion,60-64,1957-1961,352.0
2021,95LL,Craigavon,female,No religion,65-69,1952-1956,180.0
2021,95LL,Craigavon,male,No religion,65-69,1952-1956,226.0
2021,95LL,Craigavon,female,No religion,70-74,1947-1951,115.0
2021,95LL,Craigavon,male,No religion,70-74,1947-1951,199.0
2021,95LL,Craigavon,female,No religion,75-79,1942-1946,51.0
2021,95LL,Craigavon,male,No religion,75-79,1942-1946,83.0
2021,95LL,Craigavon,female,No religion,80-84,1937-1941,27.0
2021,95LL,Craigavon,male,No religion,80-84,1937-1941,40.0
2021,95LL,Craigavon,female,No religion,85-89,1932-1936,14.0
2021,95LL,Craigavon,male,No religion,85-89,1932-1936,15.0
2021,95LL,Craigavon,female,No religion,90+,pre-1932,4.0
2021,95LL,Craigavon,male,No religion,90+,pre-1932,4.0
2021,95LL,Craigavon,female,Not stated,0-4,2017-2021,51.0
2021,95LL,Craigavon,male,Not stated,0-4,2017-2021,51.0
2021,95LL,Craigavon,female,Not stated,5-9,2012-2016,47.0
2021,95LL,Craigavon,male,Not stated,5-9,2012-2016,43.0
2021,95LL,Craigavon,female,Not stated,10-14,2007-2011,38.0
2021,95LL,Craigavon,male,Not stated,10-14,2007-2011,43.0
2021,95LL,Craigavon,female,Not stated,15-19,2002-2006,34.0
2021,95LL,Craigavon,male,Not stated,15-19,2002-2006,30.0
2021,95LL,Craigavon,female,Not stated,20-24,1997-2001,32.0
2021,95LL,Craigavon,male,Not stated,20-24,1997-2001,42.0
2021,95LL,Craigavon,female,Not stated,25-29,1992-1996,88.0
2021,95LL,Craigavon,male,Not stated,25-29,1992-1996,40.0
2021,95LL,Craigavon,female,Not stated,30-34,1987-1991,42.0
2021,95LL,Craigavon,male,Not stated,30-34,1987-1991,88.0
2021,95LL,Craigavon,female,Not stated,35-39,1982-1986,36.0
2021,95LL,Craigavon,male,Not stated,35-39,1982-1986,59.0
2021,95LL,Craigavon,female,Not stated,40-44,1977-1981,34.0
2021,95LL,Craigavon,male,Not stated,40-44,1977-1981,39.0
2021,95LL,Craigavon,female,Not stated,45-49,1972-1976,28.0
2021,95LL,Craigavon,male,Not stated,45-49,1972-1976,39.0
2021,95LL,Craigavon,female,Not stated,50-54,1967-1971,32.0
2021,95LL,Craigavon,male,Not stated,50-54,1967-1971,49.0
2021,95LL,Craigavon,female,Not stated,55-59,1962-1966,24.0
2021,95LL,Craigavon,male,Not stated,55-59,1962-1966,50.0
2021,95LL,Craigavon,female,Not stated,60-64,1957-1961,45.0
2021,95LL,Craigavon,male,Not stated,60-64,1957-1961,25.0
2021,95LL,Craigavon,female,Not stated,65-69,1952-1956,40.0
2021,95LL,Craigavon,male,Not stated,65-69,1952-1956,41.0
2021,95LL,Craigavon,female,Not stated,70-74,1947-1951,46.0
2021,95LL,Craigavon,male,Not stated,70-74,1947-1951,41.0
2021,95LL,Craigavon,female,Not stated,75-79,1942-1946,47.0
2021,95LL,Craigavon,male,Not stated,75-79,1942-1946,35.0
2021,95LL,Craigavon,female,Not stated,80-84,1937-1941,48.0
2021,95LL,Craigavon,male,Not stated,80-84,1937-1941,38.0
2021,95LL,Craigavon,female,Not stated,85-89,1932-1936,38.0
2021,95LL,Craigavon,male,Not stated,85-89,1932-1936,20.0
2021,95LL,Craigavon,female,Not stated,90+,pre-1932,17.0
2021,95LL,Craigavon,male,Not stated,90+,pre-1932,13.0
2021,95MM,Derry,female,Catholic,0-4,2017-2021,2457.0
2021,95MM,Derry,male,Catholic,0-4,2017-2021,2553.0
2021,95MM,Derry,female,Catholic,5-9,2012-2016,2851.0
2021,95MM,Derry,male,Catholic,5-9,2012-2016,2955.0
2021,95MM,Derry,female,Catholic,10-14,2007-2011,2846.0
2021,95MM,Derry,male,Catholic,10-14,2007-2011,2901.0
2021,95MM,Derry,female,Catholic,15-19,2002-2006,2437.0
2021,95MM,Derry,male,Catholic,15-19,2002-2006,2600.0
2021,95MM,Derry,female,Catholic,20-24,1997-2001,2128.0
2021,95MM,Derry,male,Catholic,20-24,1997-2001,2209.0
2021,95MM,Derry,female,Catholic,25-29,1992-1996,2481.0
2021,95MM,Derry,male,Catholic,25-29,1992-1996,2055.0
2021,95MM,Derry,female,Catholic,30-34,1987-1991,2872.0
2021,95MM,Derry,male,Catholic,30-34,1987-1991,2181.0
2021,95MM,Derry,female,Catholic,35-39,1982-1986,2888.0
2021,95MM,Derry,male,Catholic,35-39,1982-1986,2329.0
2021,95MM,Derry,female,Catholic,40-44,1977-1981,2734.0
2021,95MM,Derry,male,Catholic,40-44,1977-1981,2219.0
2021,95MM,Derry,female,Catholic,45-49,1972-1976,2665.0
2021,95MM,Derry,male,Catholic,45-49,1972-1976,2263.0
2021,95MM,Derry,female,Catholic,50-54,1967-1971,2916.0
2021,95MM,Derry,male,Catholic,50-54,1967-1971,2551.0
2021,95MM,Derry,female,Catholic,55-59,1962-1966,2953.0
2021,95MM,Derry,male,Catholic,55-59,1962-1966,2607.0
2021,95MM,Derry,female,Catholic,60-64,1957-1961,2435.0
2021,95MM,Derry,male,Catholic,60-64,1957-1961,2168.0
2021,95MM,Derry,female,Catholic,65-69,1952-1956,1974.0
2021,95MM,Derry,male,Catholic,65-69,1952-1956,1687.0
2021,95MM,Derry,female,Catholic,70-74,1947-1951,1609.0
2021,95MM,Derry,male,Catholic,70-74,1947-1951,1511.0
2021,95MM,Derry,female,Catholic,75-79,1942-1946,1216.0
2021,95MM,Derry,male,Catholic,75-79,1942-1946,1011.0
2021,95MM,Derry,female,Catholic,80-84,1937-1941,806.0
2021,95MM,Derry,male,Catholic,80-84,1937-1941,557.0
2021,95MM,Derry,female,Catholic,85-89,1932-1936,467.0
2021,95MM,Derry,male,Catholic,85-89,1932-1936,279.0
2021,95MM,Derry,female,Catholic,90+,pre-1932,184.0
2021,95MM,Derry,male,Catholic,90+,pre-1932,91.0
2021,95MM,Derry,female,Presbyterian,0-4,2017-2021,161.0
2021,95MM,Derry,male,Presbyterian,0-4,2017-2021,176.0
2021,95MM,Derry,female,Presbyterian,5-9,2012-2016,207.0
2021,95MM,Derry,male,Presbyterian,5-9,2012-2016,202.0
2021,95MM,Derry,female,Presbyterian,10-14,2007-2011,227.0
2021,95MM,Derry,male,Presbyterian,10-14,2007-2011,252.0
2021,95MM,Derry,female,Presbyterian,15-19,2002-2006,207.0
2021,95MM,Derry,male,Presbyterian,15-19,2002-2006,224.0
2021,95MM,Derry,female,Presbyterian,20-24,1997-2001,209.0
2021,95MM,Derry,male,Presbyterian,20-24,1997-2001,246.0
2021,95MM,Derry,female,Presbyterian,25-29,1992-1996,204.0
2021,95MM,Derry,male,Presbyterian,25-29,1992-1996,225.0
2021,95MM,Derry,female,Presbyterian,30-34,1987-1991,272.0
2021,95MM,Derry,male,Presbyterian,30-34,1987-1991,234.0
2021,95MM,Derry,female,Presbyterian,35-39,1982-1986,235.0
2021,95MM,Derry,male,Presbyterian,35-39,1982-1986,248.0
2021,95MM,Derry,female,Presbyterian,40-44,1977-1981,285.0
2021,95MM,Derry,male,Presbyterian,40-44,1977-1981,300.0
2021,95MM,Derry,female,Presbyterian,45-49,1972-1976,301.0
2021,95MM,Derry,male,Presbyterian,45-49,1972-1976,303.0
2021,95MM,Derry,female,Presbyterian,50-54,1967-1971,392.0
2021,95MM,Derry,male,Presbyterian,50-54,1967-1971,360.0
2021,95MM,Derry,female,Presbyterian,55-59,1962-1966,370.0
2021,95MM,Derry,male,Presbyterian,55-59,1962-1966,326.0
2021,95MM,Derry,female,Presbyterian,60-64,1957-1961,332.0
2021,95MM,Derry,male,Presbyterian,60-64,1957-1961,317.0
2021,95MM,Derry,female,Presbyterian,65-69,1952-1956,310.0
2021,95MM,Derry,male,Presbyterian,65-69,1952-1956,324.0
2021,95MM,Derry,female,Presbyterian,70-74,1947-1951,290.0
2021,95MM,Derry,male,Presbyterian,70-74,1947-1951,326.0
2021,95MM,Derry,female,Presbyterian,75-79,1942-1946,244.0
2021,95MM,Derry,male,Presbyterian,75-79,1942-1946,198.0
2021,95MM,Derry,female,Presbyterian,80-84,1937-1941,160.0
2021,95MM,Derry,male,Presbyterian,80-84,1937-1941,144.0
2021,95MM,Derry,female,Presbyterian,85-89,1932-1936,98.0
2021,95MM,Derry,male,Presbyterian,85-89,1932-1936,62.0
2021,95MM,Derry,female,Presbyterian,90+,pre-1932,55.0
2021,95MM,Derry,male,Presbyterian,90+,pre-1932,25.0
2021,95MM,Derry,female,Church of Ireland,0-4,2017-2021,173.0
2021,95MM,Derry,male,Church of Ireland,0-4,2017-2021,216.0
2021,95MM,Derry,female,Church of Ireland,5-9,2012-2016,241.0
2021,95MM,Derry,male,Church of Ireland,5-9,2012-2016,277.0
2021,95MM,Derry,female,Church of Ireland,10-14,2007-2011,252.0
2021,95MM,Derry,male,Church of Ireland,10-14,2007-2011,285.0
2021,95MM,Derry,female,Church of Ireland,15-19,2002-2006,226.0
2021,95MM,Derry,male,Church of Ireland,15-19,2002-2006,207.0
2021,95MM,Derry,female,Church of Ireland,20-24,1997-2001,166.0
2021,95MM,Derry,male,Church of Ireland,20-24,1997-2001,198.0
2021,95MM,Derry,female,Church of Ireland,25-29,1992-1996,218.0
2021,95MM,Derry,male,Church of Ireland,25-29,1992-1996,175.0
2021,95MM,Derry,female,Church of Ireland,30-34,1987-1991,245.0
2021,95MM,Derry,male,Church of Ireland,30-34,1987-1991,222.0
2021,95MM,Derry,female,Church of Ireland,35-39,1982-1986,290.0
2021,95MM,Derry,male,Church of Ireland,35-39,1982-1986,204.0
2021,95MM,Derry,female,Church of Ireland,40-44,1977-1981,299.0
2021,95MM,Derry,male,Church of Ireland,40-44,1977-1981,199.0
2021,95MM,Derry,female,Church of Ireland,45-49,1972-1976,243.0
2021,95MM,Derry,male,Church of Ireland,45-49,1972-1976,237.0
2021,95MM,Derry,female,Church of Ireland,50-54,1967-1971,291.0
2021,95MM,Derry,male,Church of Ireland,50-54,1967-1971,256.0
2021,95MM,Derry,female,Church of Ireland,55-59,1962-1966,307.0
2021,95MM,Derry,male,Church of Ireland,55-59,1962-1966,301.0
2021,95MM,Derry,female,Church of Ireland,60-64,1957-1961,276.0
2021,95MM,Derry,male,Church of Ireland,60-64,1957-1961,249.0
2021,95MM,Derry,female,Church of Ireland,65-69,1952-1956,256.0
2021,95MM,Derry,male,Church of Ireland,65-69,1952-1956,229.0
2021,95MM,Derry,female,Church of Ireland,70-74,1947-1951,176.0
2021,95MM,Derry,male,Church of Ireland,70-74,1947-1951,196.0
2021,95MM,Derry,female,Church of Ireland,75-79,1942-1946,177.0
2021,95MM,Derry,male,Church of Ireland,75-79,1942-1946,152.0
2021,95MM,Derry,female,Church of Ireland,80-84,1937-1941,144.0
2021,95MM,Derry,male,Church of Ireland,80-84,1937-1941,101.0
2021,95MM,Derry,female,Church of Ireland,85-89,1932-1936,83.0
2021,95MM,Derry,male,Church of Ireland,85-89,1932-1936,55.0
2021,95MM,Derry,female,Church of Ireland,90+,pre-1932,43.0
2021,95MM,Derry,male,Church of Ireland,90+,pre-1932,11.0
